gene	miRNA	utrprism	utrprism_replicate_sd	full_model_zero_coverage	sequence_only	coverage_gain_vs_zero	n_sites	site_coverage_mean	site_coverage_sd	miranda_score_max	miranda_energy_min	ko_mean	wt_mean	mrna_log2_ko_wt	clip_peak_count	clip_wt_ko_log2fc_max	clip_wt_ko_log2fc_mean	clip_support
Map4k3	mmu-miR-122-5p	0.1457646995782852	0.0019892126033723	0.1241860538721084	0.1472252011299133	0.0215786457061767	1	3.6686	0.4322537449230486	145.0	-20.17	11.2934790745	9.9968087806	0.1743089671512353	0.0	0.0	0.0	False
Mapkbp1	mmu-miR-122-5p	0.0952510192990303	0.0032481662454985	0.0708125904202461	0.085309125483036	0.0244384288787841	2	0.6172000000000001	0.2378407029925702	146.0	-21.08	0.7591510912499999	0.5346001854	0.437063924859878	0.0	0.0	0.0	False
Mapre2	mmu-miR-122-5p	0.0921712547540664	0.0045863431417724	0.064928114414215	0.0827536210417747	0.0272431403398513	1	0.8782	0.4919580266648771	172.0	-23.76	2.13054484475	2.2037053956	-0.0465600790720461	1.0	0.559244819	0.559244819	True
Mark1	mmu-miR-122-5p	0.0911208555102348	0.0101068285833138	0.0692363455891609	0.1084595248103141	0.0218845099210739	1	0.4184	0.3582007816853559	161.0	-25.02	0.41248697125	0.3182960144	0.2929910762405021	0.0	0.0	0.0	False
Marveld2	mmu-miR-122-5p	0.1095618262887001	0.0123821266375024	0.0718631148338317	0.1119817793369293	0.0376987114548683	1	2.6364	0.3027380055427465	163.0	-25.47	7.27194361725	3.358224	1.0920137169799913	0.0	0.0	0.0	False
Matk	mmu-miR-122-5p	0.0699789702892303	0.0044085807121251	0.062913104891777	0.072534792125225	0.0070658653974533	1	0.0514	0.1149338940434892	151.0	-20.93	0.22175063075	0.1715637668	0.244651974787369	0.0	0.0	0.0	False
Mbd4	mmu-miR-122-5p	0.1255669057369232	0.0197529956706902	0.0735713019967079	0.1134562045335769	0.0519956037402153	1	0.4347999999999999	0.438462313089734	150.0	-20.97	1.283372918	0.4317060078	1.3794894456919289	0.0	0.0	0.0	False
Mbnl3	mmu-miR-122-5p	0.0944002464413642	0.0059538811456953	0.0569287724792957	0.082665205001831	0.0374714739620685	1	0.0	0.0	142.0	-20.78	0.45576410225	0.2793304462	0.5510174801048273	0.0	0.0	0.0	False
Mboat2	mmu-miR-122-5p	0.0755271777510643	0.0036685111120796	0.0685762539505958	0.0881998538970947	0.0069509238004684	1	0.0	0.0	144.0	-22.54	0.08482467725	0.0354974824	0.4478913480843303	0.0	0.0	0.0	False
Mcc	mmu-miR-122-5p	0.0825318589806556	0.0005972897287962	0.0619511269032955	0.0790474191308021	0.0205807320773601	1	1.4602	0.5896335302541741	150.0	-22.62	2.15408067125	2.31145635	-0.0973655469571506	0.0	0.0	0.0	False
Mcm10	mmu-miR-122-5p	0.0753780171275138	0.0037461533474354	0.0764521434903144	0.1116199716925621	-0.0010741263628006	1	4.3932	0.2716481179761787	151.0	-20.11	19.16358213925	24.467114294	-0.3508524026206185	0.0	0.0	0.0	False
Me3	mmu-miR-122-5p	0.0808444693684578	0.0	0.0808444693684578	0.1203862279653549	0.0	1	0.0	0.0	150.0	-20.12	51.5441181575	37.288513194	0.4660089457148855	0.0	0.0	0.0	False
Mecp2	mmu-miR-122-5p	0.0727538734674453	0.0023235952599274	0.0511936992406845	0.0702850297093391	0.0215601742267608	1	2.1238	0.6210661800484711	160.0	-29.9	1.35721649975	1.3150437892000002	0.0423685369834234	1.0	0.336852398	0.336852398	True
Mef2d	mmu-miR-122-5p	0.0880600601434707	0.0010714178482236	0.058610763400793	0.0790823698043823	0.0294492967426776	1	2.7774	0.5139331668612175	145.0	-21.64	5.083235896	3.4989265254000004	0.5262864052623285	3.0	2.073817992	1.035806244	True
Megf6	mmu-miR-122-5p	0.0761193677783012	0.0070476327286882	0.0638868734240531	0.0934415459632873	0.012232494354248	1	0.0	0.0	159.0	-23.19	0.2741961377499999	0.0567223684	1.2555835629413608	0.0	0.0	0.0	False
Mei1	mmu-miR-122-5p	0.0640752166509628	0.0	0.0640752166509628	0.0763157531619072	0.0	1	0.0	0.0	146.0	-20.15	0.0	0.0	0.0	0.0	0.0	0.0	False
Mei4	mmu-miR-122-5p	0.1148415982723236	0.0079790993285701	0.1112732365727424	0.1720896363258361	0.0035683616995811	1	0.0	0.0	163.0	-21.38	0.04212743975	0.0635093136	-0.2021877004041335	0.0	0.0	0.0	False
Mettl16	mmu-miR-122-5p	0.0800278022885322	0.0020675762436437	0.066531553864479	0.0833143666386604	0.0134962484240531	1	0.0632	0.1113090292833425	149.0	-24.22	3.978779753	3.3493598892	0.2418089458776018	2.0	4.336852398	3.9393040386666662	True
Mettl21e	mmu-miR-122-5p	0.0776418522000312	0.0	0.0776418522000312	0.1017630696296691	0.0	1	0.0	0.0	159.0	-21.82	0.00386858575	0.004315249	-0.0061906808977701	0.0	0.0	0.0	False
Mfap5	mmu-miR-122-5p	0.0612800329923629	0.0039005365667992	0.058528833091259	0.0669257342815399	0.0027511999011039	1	0.0	0.0	164.0	-24.93	0.080174407	0.0375544244	0.3893915527886074	0.0	0.0	0.0	False
Mgat4a	mmu-miR-122-5p	0.079268316924572	0.0043440596021498	0.062386505305767	0.0792238861322403	0.0168818116188049	2	0.1356	0.1473237930546183	157.0	-25.77	0.3478346487	0.0813760306	1.3039823410859497	0.0	0.0	0.0	False
Mgat4e	mmu-miR-122-5p	0.0677043691277504	0.0042511238976022	0.063368059694767	0.0779926478862762	0.0043363094329833	1	0.056	0.1252198067399882	145.0	-22.1	0.01043146425	0.0094674926	0.0126487733042258	0.0	0.0	0.0	False
Mgat5	mmu-miR-122-5p	0.0698726058006286	0.0033385161564128	0.0574565678834915	0.0709118470549583	0.0124160379171371	1	0.5172	0.5228381202628591	155.0	-22.77	1.0801031845	1.0735970874	0.007975814117196	0.0	0.0	0.0	False
Micall1	mmu-miR-122-5p	0.0776658430695533	0.0016285637231853	0.0667676702141761	0.0759380608797073	0.0108981728553771	1	1.4541999999999995	0.613360171514258	156.0	-21.43	1.6577988305	2.0671598882	-0.302035624004034	0.0	0.0	0.0	False
Micu3	mmu-miR-122-5p	0.1541472911834716	0.0072420257976468	0.080221027135849	0.1403762400150299	0.0739262640476226	1	1.5623999999999998	0.2978964585220846	154.0	-20.5	1.87297166375	1.352900506	0.4414343246897804	1.0	2.407241726	2.407241726	True
Mis12	mmu-miR-122-5p	0.1029265478253364	0.0037462022365993	0.0591916032135486	0.1191834583878517	0.0437349446117878	1	3.0592	0.453774393283711	152.0	-27.15	6.7162555095	7.985079603599999	-0.2462825617119932	0.0	0.0	0.0	False
Mkln1	mmu-miR-122-5p	0.0763598501682281	0.0086086360071516	0.068874791264534	0.0730148404836654	0.0074850589036941	1	1.7153999999999996	0.999012412335302	144.0	-22.21	27.831844605	29.743797168	-0.0955202565907617	1.0	4.180549167	4.180549167	True
Mllt1	mmu-miR-122-5p	0.0830702573060989	0.0041122300979966	0.0682413503527641	0.0753196701407432	0.0148289069533348	1	2.1344000000000003	0.6213210120380608	158.0	-21.28	4.0306170245	3.475880015	0.2080589758824357	1.0	5.381246517	5.381246517	True
Mlxip	mmu-miR-122-5p	0.0671399623155593	0.0020481545874063	0.0601425692439079	0.0758427754044532	0.0069973930716514	1	1.2144	0.3366025846603083	159.0	-25.55	0.959511776	0.7091979265999999	0.3888350942999197	2.0	4.059318422	3.625611242	True
Mmab	mmu-miR-122-5p	0.0814600825309753	0.0016099405205434	0.0642744228243827	0.0880504846572876	0.0171856597065925	2	2.6870000000000003	0.3676928065654806	145.0	-22.52	6.91161975775	7.023110876999999	-0.0227596867487216	0.0	0.0	0.0	False
Mmgt1	mmu-miR-122-5p	0.0984116584062576	0.0062063366613975	0.0663888975977897	0.1054285317659378	0.0320227608084678	1	3.9304	0.3954159834908042	147.0	-20.87	10.40504727175	9.7909697666	0.0868987710103953	2.0	1.559244819	1.4068175285	True
Mmp17	mmu-miR-122-5p	0.0672229684889316	0.0044586115089899	0.0561483353376388	0.0720510780811309	0.0110746331512927	3	0.22	0.1543000324044036	152.0	-26.01	0.24501985925	0.1243967843999999	0.6206274031051154	0.0	0.0	0.0	False
Mnt	mmu-miR-122-5p	0.0752990871667862	0.0019185743605052	0.063391737639904	0.0828328058123588	0.0119073495268821	1	2.0076	0.3695298364137867	140.0	-22.22	1.6895793685	1.5714378014	0.0985308597519098	2.0	5.037292116	3.085825825	True
Mob3b	mmu-miR-122-5p	0.0830115467309951	0.0009644993819719	0.0572220124304294	0.0827200338244438	0.0257895343005657	1	2.5138000000000003	0.4249443492976461	146.0	-21.77	9.78507230775	6.808532491400001	0.5168722328125396	2.0	4.224377669	2.83038287	True
Mogat2	mmu-miR-122-5p	0.0854933321475982	0.0202451561863718	0.0597840473055839	0.1022554114460945	0.0257092848420143	1	0.1122	0.2508868270754764	144.0	-20.4	4.947194295	0.1288649975999999	4.462912884742985	0.0	0.0	0.0	False
Morc2a	mmu-miR-122-5p	0.1140983924269676	0.0039799225723621	0.0798321813344955	0.115485668182373	0.034266211092472	1	2.5264	0.7193749370112918	155.0	-20.44	2.8482566262500004	2.3350567262000004	0.2759067257645621	1.0	2.284384978	2.284384978	True
Mprip	mmu-miR-122-5p	0.0765073552727699	0.0013578329624664	0.057678397744894	0.0747715011239051	0.0188289575278759	2	0.8478	0.5505181195928068	146.0	-20.91	7.63499996225	6.7370015814	0.1780375256132709	0.0	0.0	0.0	False
Mrpl19	mmu-miR-122-5p	0.0918519154191017	0.0016813688132879	0.0751875340938568	0.0936090499162674	0.0166643813252449	1	1.339	0.4911766484677381	143.0	-20.44	3.3987509732500003	3.8193628731999993	-0.1637791675581059	0.0	0.0	0.0	False
Mrpl24	mmu-miR-122-5p	0.1154005318880081	0.0023096352116906	0.0824982374906539	0.0934121906757354	0.0329022943973541	1	4.021199999999999	0.5293776534762304	142.0	-27.75	18.20542728	21.226042234	-0.2203448008172961	0.0	0.0	0.0	False
Mrpl35	mmu-miR-122-5p	0.0971676230430603	0.0024836724780047	0.0912270694971084	0.1014784425497055	0.0059405535459518	1	4.647399999999999	0.8096062623275588	142.0	-21.5	7.39809561625	9.4314159674	-0.346166330748141	0.0	0.0	0.0	False
Mrps2	mmu-miR-122-5p	0.0830546632409095	0.003358318768355	0.0685107409954071	0.0806840434670448	0.0145439222455024	1	0.051	0.1140394668524892	152.0	-21.2	11.37971356975	20.354838526	-0.8333555025999019	0.0	0.0	0.0	False
Mrps25	mmu-miR-122-5p	0.0769403427839279	0.0015907585911738	0.0584277547895908	0.0778925344347953	0.018512587994337	1	1.9536	0.5277265390332383	148.0	-20.23	10.04377404975	7.738928593	0.3718661266076879	1.0	2.14420732	2.14420732	True
Mrs2	mmu-miR-122-5p	0.0653753995895385	0.0011283278857927	0.0555429682135582	0.0731059610843658	0.0098324313759803	1	2.7496	0.5482520405798778	147.0	-20.66	9.10793202125	5.5824165534	0.6963725894840203	1.0	2.321085082	2.321085082	True
Ms4a15	mmu-miR-122-5p	0.0822199136018753	0.0	0.0822199136018753	0.1105680167675018	0.0	1	0.0	0.0	144.0	-20.22	0.0	0.0074103908	-0.1031335653020062	0.0	0.0	0.0	False
Msn	mmu-miR-122-5p	0.096056643128395	0.0017433040887197	0.0728364214301109	0.1033554002642631	0.0232202216982841	1	2.9914	0.7549564888124348	150.0	-20.81	11.530744787500002	7.335518929599999	0.6454381468192407	1.0	0.658780493	0.658780493	True
Mt3	mmu-miR-122-5p	0.0676579773426055	0.0	0.0676579773426055	0.1183563917875289	0.0	1	0.0	0.0	167.0	-31.18	0.0	0.0	0.0	0.0	0.0	0.0	False
Mtfr1l	mmu-miR-122-5p	0.0854535847902298	0.0048429378218387	0.0697116553783416	0.1113937199115753	0.0157419294118881	1	0.2835999999999999	0.4308738794589433	145.0	-23.98	17.6604644325	23.765785364	-0.4262745043381979	0.0	0.0	0.0	False
Mtmr10	mmu-miR-122-5p	0.1155031248927116	0.0006932506981123	0.0772936195135116	0.1000811904668808	0.0382095053791999	1	3.842200000000001	0.5335772671319499	140.0	-22.17	8.51359420825	12.74985706	-0.5770650471342329	1.0	1.599886804	1.599886804	True
Mtor	mmu-miR-122-5p	0.1213878571987152	0.0034896540906989	0.1029957979917526	0.1354011595249176	0.0183920592069625	1	3.9538	0.9512479697744431	143.0	-24.88	5.45808561325	7.951437254199999	-0.5346582832233171	1.0	1.313393425	1.313393425	True
Mtpap	mmu-miR-122-5p	0.1100392937660217	0.0257790013689574	0.0639324784278869	0.0939823016524314	0.0461068153381347	1	0.1202	0.2502023181347447	165.0	-20.49	6.62579146425	8.4965126174	-0.3540474662264565	0.0	0.0	0.0	False
Mtr	mmu-miR-122-5p	0.0840545117855072	0.0022563049776546	0.0498014912009239	0.0829393938183784	0.0342530205845832	2	1.4644	0.417877733314423	147.0	-22.09	1.7039630055	1.5231264238000002	0.1523943786145478	1.0	1.629634147	1.629634147	True
Mvb12b	mmu-miR-122-5p	0.0642518162727356	0.0012318580790869	0.0495705157518386	0.0744600892066955	0.0146813005208969	1	0.1278	0.2857694875244731	148.0	-23.27	0.8982288355000001	0.2972297908	1.329396755244353	1.0	1.751889897	1.751889897	True
Myo6	mmu-miR-122-5p	0.086390708386898	0.0015244295086083	0.0668306276202201	0.0901783779263496	0.0195600807666778	1	3.802	0.4302191302115702	171.0	-20.91	3.3937673265	2.9893083918000003	0.177499636743914	1.0	4.183080212	4.183080212	True
Myod1	mmu-miR-122-5p	0.0776848495006561	0.0	0.0776848495006561	0.1304919570684433	0.0	1	0.0	0.0	142.0	-21.1	0.0	0.0	0.0	0.0	0.0	0.0	False
N4bp2l2	mmu-miR-122-5p	0.0909873649477958	0.0043077960009991	0.0811061412096023	0.098462238907814	0.0098812237381935	2	1.6229999999999998	0.4486423965699184	144.0	-21.91	8.18902726075	8.6363689994	-0.0758309853039179	1.0	2.517424643	2.517424643	True
Naa16	mmu-miR-122-5p	0.0575079180300235	0.0071774305516424	0.0510345697402954	0.0694489553570747	0.0064733482897281	1	0.0	0.0	171.0	-21.65	1.83607092775	2.2782414710000003	-0.2967633977298075	2.0	4.291048708	3.9566516625	True
Nacc1	mmu-miR-122-5p	0.0798204734921455	0.0046798522926977	0.0571914948523044	0.0693265125155448	0.022628978639841	2	2.2146	0.6460071981023121	166.0	-24.16	9.347674693999998	4.7797282598	0.9531584803083248	1.0	2.219495447	2.219495447	True
Nacc2	mmu-miR-122-5p	0.0753530845046043	0.0019569534754654	0.0623891651630401	0.0820370092988014	0.0129639193415641	1	1.4274	0.4725212164548805	140.0	-20.8	5.9945310655	3.680695977	0.6888633788181716	0.0	0.0	0.0	False
Nanog	mmu-miR-122-5p	0.0945044010877609	0.0	0.0945044010877609	0.1309879273176193	0.0	1	0.0	0.0	145.0	-22.1	0.07943316975	0.1118432104	-0.239550281516665	0.0	0.0	0.0	False
Nap1l5	mmu-miR-122-5p	0.0890556544065475	0.0099596506286934	0.0776663050055503	0.1090643480420112	0.0113893494009971	1	0.0898	0.1367121062671481	164.0	-28.23	0.14514896675	0.0570958054	0.642014021103339	1.0	-7.823018939	-7.823018939	True
Natd1	mmu-miR-122-5p	0.0660615012049675	0.0051333063411341	0.0587904788553714	0.0708711966872215	0.007271022349596	1	1.0038	0.7302435894959982	145.0	-25.13	4.2172826615	1.8046853854	1.1805708381049922	0.0	0.0	0.0	False
Nck2	mmu-miR-122-5p	0.1302305147051811	0.01636187903454	0.0783392116427421	0.1191775500774383	0.0518913030624389	1	1.2836	0.8978047115046791	152.0	-22.89	3.17343636	1.2335715118	1.2955107408366482	1.0	0.751889897	0.751889897	True
Ncoa1	mmu-miR-122-5p	0.0913619592785835	0.0030546743176254	0.0704689025878906	0.0909419953823089	0.0208930566906929	1	1.7144	0.304459028442252	145.0	-26.04	2.52665828225	3.0051318678	-0.2414260138654486	0.0	0.0	0.0	False
Ncoa4	mmu-miR-122-5p	0.1560325890779495	0.0018770893966207	0.0691623166203498	0.1301144659519195	0.0868702724575996	1	6.507199999999999	0.5593408620867959	141.0	-23.68	50.2376189275	77.462141968	-0.6237156700003963	1.0	3.987904089	3.987904089	True
Ncs1	mmu-miR-122-5p	0.0607088632881641	0.0046845367786185	0.0560740232467651	0.0816018879413604	0.004634840041399	1	0.0	0.0	152.0	-20.5	0.13619286525	0.053287755	0.6237229298652104	1.0	-5.055465025	-5.055465025	True
Ndnf	mmu-miR-122-5p	0.0692465454339981	0.0	0.0692465454339981	0.0773643627762794	0.0	1	0.0	0.0	140.0	-22.16	0.00332053175	0.0110986994	-0.1047149540470622	0.0	0.0	0.0	False
Ndrg4	mmu-miR-122-5p	0.0905398443341255	0.0079994134035798	0.0829313173890113	0.1018371284008026	0.0076085269451141	1	0.1133999999999999	0.2535701086484761	150.0	-20.03	0.0345321735	0.0882381968	-0.4846081696916592	1.0	-4.911075116	-4.911075116	True
Ndufaf4	mmu-miR-122-5p	0.1064660727977752	0.0047018493756418	0.0757141038775444	0.0939410328865051	0.0307519689202308	2	2.3812	0.2789887094489667	147.0	-21.09	8.64020643625	19.15272323	-1.139323263909346	0.0	0.0	0.0	False
Ndufb9	mmu-miR-122-5p	0.0805254474282264	0.0077662896662298	0.0546820163726806	0.085435576736927	0.0258434310555458	1	0.0	0.0	149.0	-21.75	285.224796675	459.841012	-0.6888437131938611	0.0	0.0	0.0	False
Neb	mmu-miR-122-5p	0.2628852128982544	0.0059200133308252	0.1088062673807144	0.1784187853336334	0.1540789455175399	1	2.4948	0.6066149520082736	144.0	-23.17	0.6316396475	0.7826353058000001	-0.2706842001578415	0.0	0.0	0.0	False
Nedd4l	mmu-miR-122-5p	0.0805940210819244	0.0029891089815936	0.0684093907475471	0.0820395052433013	0.0121846303343772	1	1.5861999999999998	0.4795453054717562	158.0	-23.18	4.51846195275	5.062105262600001	-0.1605470771980487	1.0	2.796284016	2.796284016	True
Neil1	mmu-miR-122-5p	0.1415865421295166	0.0047884932692567	0.0704844966530799	0.1497633606195449	0.0711020454764366	1	2.1740000000000004	0.7134441113359897	152.0	-21.51	4.35426399225	2.8379205024000003	0.6003917069791744	0.0	0.0	0.0	False
Nek3	mmu-miR-122-5p	0.159536138176918	0.0105415737062571	0.1177680566906929	0.1804345399141311	0.0417680814862251	1	1.2364000000000002	0.4571441785695187	150.0	-20.74	2.02723325675	0.5054718702000001	1.8128463973118032	0.0	0.0	0.0	False
Neu2	mmu-miR-122-5p	0.0579226844012737	0.0006384262722096	0.0519726984202861	0.0960736870765686	0.0059499859809875	1	0.0	0.0	146.0	-21.11	0.28814907232725	0.204771342058	0.3488835883247471	0.0	0.0	0.0	False
Neu4	mmu-miR-122-5p	0.0637156516313552	0.0	0.0637156516313552	0.0961905196309089	0.0	1	0.0	0.0	148.0	-20.26	0.0	0.0	0.0	0.0	0.0	0.0	False
Neurl4	mmu-miR-122-5p	0.1357452034950256	0.009497887336143	0.0747733861207962	0.1511335968971252	0.0609718173742294	1	1.9292	0.9381384226221628	145.0	-21.71	2.66329198425	1.8427711974	0.5082720101762045	1.0	1.254390238	1.254390238	True
Neurod1	mmu-miR-122-5p	0.1102383583784103	0.0	0.1102383583784103	0.1618884205818176	0.0	1	0.0	0.0	154.0	-20.85	0.0	0.0	0.0	0.0	0.0	0.0	False
Nf2	mmu-miR-122-5p	0.0928240835666656	0.0011067256758779	0.0729500874876976	0.0830277949571609	0.019873996078968	2	2.3716	0.0759624907437875	151.0	-22.91	7.608367143999999	4.3555279704	0.7908288896904889	4.0	6.037292116	2.553521138	True
Nfic	mmu-miR-122-5p	0.0713723093271255	0.0009617183976266	0.0540229529142379	0.0656796768307685	0.0173493564128875	1	2.2216	0.5481877415630525	142.0	-21.79	8.526465637	10.5699106412	-0.3067065971873324	2.0	2.073817992	1.8662992425	True
Nfrkb	mmu-miR-122-5p	0.0656302809715271	0.0004089186861748	0.0607490614056587	0.0872395634651184	0.0048812195658683	2	0.6878	0.2931240351796488	160.0	-21.82	1.32392948125	1.326177461	-0.0022758092770429	1.0	3.999817411	3.999817411	True
Ngfr	mmu-miR-122-5p	0.0675666458904743	0.0062863520698361	0.0623476393520832	0.0761080309748649	0.0052190065383911	1	1.1404	0.5172115621290769	152.0	-21.2	3.0984372585	1.1660487636	1.337034209995045	0.0	0.0	0.0	False
Nhsl2	mmu-miR-122-5p	0.0614987291395664	0.0061548042515167	0.0465451590716838	0.0718390345573425	0.0149535700678825	2	0.0436	0.0974925638189908	155.0	-21.69	0.0	0.043333486	-0.5193756957307349	0.0	0.0	0.0	False
Nipal1	mmu-miR-122-5p	0.1090699806809425	0.0108521412835925	0.0770904794335365	0.1187624484300613	0.031979501247406	1	3.1142	1.3999541778215456	145.0	-26.22	2.4164020385	6.3565240522	-1.3593952456191276	0.0	0.0	0.0	False
Nkain2	mmu-miR-122-5p	0.11360824406147	0.0060018267204233	0.1055213063955307	0.109808824956417	0.0080869376659393	1	0.0567999999999999	0.127008661121988	151.0	-20.79	0.16678368425	0.163445334	0.0181668102837431	0.0	0.0	0.0	False
Nkain3	mmu-miR-122-5p	0.0754378840327262	0.0028591466882956	0.0741592347621917	0.0709062740206718	0.0012786492705345	1	0.0	0.0	146.0	-21.88	0.0685404435	0.0459046548	0.2080689163062931	0.0	0.0	0.0	False
Nlk	mmu-miR-122-5p	0.1154611557722091	0.001294887293037	0.0876800939440727	0.1372631043195724	0.0277810618281364	1	1.6374000000000002	0.7140828383318002	144.0	-23.93	3.22463294725	3.228741734	-0.001781870796649	0.0	0.0	0.0	False
Nmd3	mmu-miR-122-5p	0.0781065925955772	0.0038024126599538	0.0643525049090385	0.0799501091241836	0.0137540876865386	1	0.0972	0.2068881340241629	152.0	-24.43	13.5514185875	25.592774088	-0.9123117920065278	0.0	0.0	0.0	False
Nmur2	mmu-miR-122-5p	0.0669401288032531	0.0	0.0669401288032531	0.0906374081969261	0.0	1	0.0	0.0	152.0	-21.42	0.0	0.0	0.0	0.0	0.0	0.0	False
Nol4l	mmu-miR-122-5p	0.0753357350826263	0.0010868005963602	0.0626385957002639	0.0778269246220588	0.0126971393823623	2	0.1072	0.1499056369854049	153.0	-21.75	0.99062630675	0.2400369259999999	1.681393531774026	0.0	0.0	0.0	False
Nop9	mmu-miR-122-5p	0.0997049912810325	0.0018522711972581	0.0729826092720031	0.078471764922142	0.0267223820090293	1	6.816800000000001	0.4088480157711419	151.0	-25.17	5.18796383125	5.8239134104	-0.1638382438694975	0.0	0.0	0.0	False
Nostrin	mmu-miR-122-5p	0.0819680958986282	0.0016391396405555	0.0599955357611179	0.0821805372834205	0.0219725601375102	1	0.7802	0.652370830126547	151.0	-24.51	14.951601387499998	16.590842845999997	-0.1491398210055269	0.0	0.0	0.0	False
Npbwr1	mmu-miR-122-5p	0.0745715126395225	0.0	0.0745715126395225	0.0940915644168853	0.0	1	0.0	0.0	144.0	-21.28	0.00335279975	0.0182639916	-0.1944334054941205	0.0	0.0	0.0	False
Npepps	mmu-miR-122-5p	0.088366912305355	0.001922091388045	0.0886313393712043	0.1124725118279457	-0.0002644270658493	1	2.6262	0.8034377387203068	156.0	-21.95	10.3894709525	6.3627583884000005	0.698719953633289	1.0	3.25741793	3.25741793	True
Nptxr	mmu-miR-122-5p	0.0663219228386879	0.005517250769005	0.0552249625325202	0.0677383467555046	0.0110969603061676	1	0.2162	0.4834378967354546	140.0	-23.96	0.15614522425	0.084262699	0.4751979431590347	0.0	0.0	0.0	False
Nr4a3	mmu-miR-122-5p	0.0982006788253784	0.0063802584186527	0.0918748378753662	0.1082981973886489	0.0063258409500122	1	0.0	0.0	144.0	-21.06	0.0879219055	0.0158699014	0.6976273896213974	0.0	0.0	0.0	False
Nrg1	mmu-miR-122-5p	0.0741256311535835	0.0032717260476469	0.0594991706311702	0.0916987806558609	0.0146264605224132	1	0.0	0.0	167.0	-25.44	0.67633660575	0.0661499949999999	2.224196065366277	0.0	0.0	0.0	False
Nrxn3	mmu-miR-122-5p	0.0853680595755577	0.013289984846843	0.0737153887748718	0.1236599534749984	0.0116526708006858	1	0.103	0.2303150016824783	142.0	-22.46	0.03470177675	0.0079155568	0.3198660257975699	1.0	-4.707541722	-4.707541722	True
Nsd1	mmu-miR-122-5p	0.06670493632555	0.0031132272180963	0.05430893227458	0.0897369012236595	0.01239600405097	1	3.3262	0.4989886772262474	151.0	-21.49	6.349636275	5.8009557004	0.1282691747522671	1.0	2.268980285	2.268980285	True
Ntn4	mmu-miR-122-5p	0.1176074668765068	0.000833924521265	0.0949498564004898	0.1097492575645446	0.022657610476017	1	2.9342	0.9960254514820392	144.0	-22.69	2.7362940842500003	2.8197170372	-0.0418214301251261	0.0	0.0	0.0	False
Ntrk3	mmu-miR-122-5p	0.0664382830262184	0.0036888228751817	0.0630842521786689	0.0786219760775566	0.0033540308475494	1	0.1133999999999999	0.2535701086484761	147.0	-24.85	0.02970309225	0.0198556744	0.1139146622846468	0.0	0.0	0.0	False
Nudcd1	mmu-miR-122-5p	0.0937500089406967	0.0115849866200126	0.0700796470046043	0.1158527955412864	0.0236703619360923	1	0.704	0.4398312176278532	141.0	-21.61	5.8713964385	7.3949879838	-0.3278578133902172	0.0	0.0	0.0	False
Nudcd3	mmu-miR-122-5p	0.1062334343791008	0.0016308518127389	0.0753702893853187	0.0965056642889976	0.030863144993782	1	3.1855999999999995	0.908660717759935	146.0	-23.14	3.981985539	4.8896609786	-0.2896707238679892	2.0	1.156280152	0.576047816	True
Nudt1	mmu-miR-122-5p	0.1379100650548935	0.0017585721271815	0.1171573996543884	0.1704883128404617	0.020752665400505	1	2.8308	0.3961397480687844	160.0	-23.17	13.4975943975	15.715685077999998	-0.2180046081696933	1.0	2.291048708	2.291048708	True
Nufip1	mmu-miR-122-5p	0.0837030902504921	0.0035704527939604	0.0678747743368148	0.1154416278004646	0.0158283159136772	1	0.0	0.0	148.0	-22.86	3.60038495125	3.8511722496	-0.0946053791431352	0.0	0.0	0.0	False
Nup50	mmu-miR-122-5p	0.0934425488114357	0.0014093581250721	0.0608819648623466	0.0896609649062156	0.032560583949089	1	3.0832	0.445576817170732	153.0	-20.73	9.34984489325	9.669475692400002	-0.0479904882152919	1.0	2.851425571	2.851425571	True
Nup62cl	mmu-miR-122-5p	0.1321774333715439	0.0262991270309701	0.0912481918931007	0.1684127897024154	0.0409292414784431	1	0.6078	0.6909972503563238	154.0	-20.81	0.9993421465	0.424681325	1.0671271177322073	1.0	2.796284016	2.796284016	True
Nus1	mmu-miR-122-5p	0.0941292852163314	0.0023403045566085	0.0659838989377021	0.1108517721295356	0.0281453862786293	1	4.176799999999999	0.4903618052010167	144.0	-21.25	17.487434515	18.766961486	-0.1013170446399906	0.0	0.0	0.0	False
Nusap1	mmu-miR-122-5p	0.1103933542966842	0.0089716717412987	0.0799073576927185	0.1256265193223953	0.0304859966039657	1	1.0581999999999998	0.3676665608945149	166.0	-21.72	2.5306186957500003	0.6023588041999999	1.9051220138088087	0.0	0.0	0.0	False
Nwd1	mmu-miR-122-5p	0.0534814707934856	0.0	0.0534814707934856	0.0668807104229927	0.0	1	0.0	0.0	141.0	-20.67	0.013981092	0.0051236858	0.1167067548580191	0.0	0.0	0.0	False
Nwd2	mmu-miR-122-5p	0.1115650400519371	0.0077163941270171	0.1056923419237136	0.0972715690732002	0.0058726981282234	1	0.0538	0.1203004571894886	152.0	-22.53	0.0183685562499999	0.0668101534	-0.4949212150455921	0.0	0.0	0.0	False
Nxf3	mmu-miR-122-5p	0.0868603810667991	0.0	0.0868603810667991	0.1392805874347686	0.0	1	0.0	0.0	140.0	-26.04	0.0	0.0	0.0	0.0	0.0	0.0	False
