Gene_ID,miRNA_ID,utr_pos
MBNL3,hsa-miR-4649-3p,3555
MBNL3,hsa-miR-4656,6181
MBNL3,hsa-miR-4661-5p,2468
MBNL3,hsa-miR-4662a-5p,6159
MBNL3,hsa-miR-4663,1615
MBNL3,hsa-miR-4685-5p,8855
MBNL3,hsa-miR-4687-3p,2211
MBNL3,hsa-miR-4688,8474
MBNL3,hsa-miR-4690-3p,8325
MBNL3,hsa-miR-4691-5p,1070
MBNL3,hsa-miR-4693-5p,4680
MBNL3,hsa-miR-4704-5p,8051
MBNL3,hsa-miR-4709-3p,8631
MBNL3,hsa-miR-4722-5p,2033
MBNL3,hsa-miR-4726-5p,8853
MBNL3,hsa-miR-4728-3p,10045
MBNL3,hsa-miR-4728-5p,1234
MBNL3,hsa-miR-4736,120
MBNL3,hsa-miR-4739,3595
MBNL3,hsa-miR-4763-3p,1463
MBNL3,hsa-miR-4773,8308
MBNL3,hsa-miR-4783-3p,5364
MBNL3,hsa-miR-4793-3p,9744
MBNL3,hsa-miR-4802-5p,29
MBNL3,hsa-miR-4804-3p,5983
MBNL3,hsa-miR-484,1275
MBNL3,hsa-miR-485-5p,5225
MBNL3,hsa-miR-486-5p,1283
MBNL3,hsa-miR-5000-3p,2276
MBNL3,hsa-miR-5008-5p,3080
MBNL3,hsa-miR-500a-3p,9162
MBNL3,hsa-miR-5010-5p,5308
MBNL3,hsa-miR-5047,4786
MBNL3,hsa-miR-508-5p,6525
MBNL3,hsa-miR-512-3p,5241
MBNL3,hsa-miR-515-3p,4027
MBNL3,hsa-miR-515-5p,1291
MBNL3,hsa-miR-5187-5p,8836
MBNL3,hsa-miR-5193,8424
MBNL3,hsa-miR-5195-3p,10005
MBNL3,hsa-miR-520a-3p,1322
MBNL3,hsa-miR-525-5p,6527
MBNL3,hsa-miR-532-5p,9060
MBNL3,hsa-miR-557,2510
MBNL3,hsa-miR-5581-3p,1048
MBNL3,hsa-miR-5584-5p,6176
MBNL3,hsa-miR-5591-5p,5903
MBNL3,hsa-miR-564,2410
MBNL3,hsa-miR-5685,8325
MBNL3,hsa-miR-5693,2711
MBNL3,hsa-miR-587,2385
MBNL3,hsa-miR-593-5p,2720
MBNL3,hsa-miR-597-3p,5826
MBNL3,hsa-miR-6131,6235
MBNL3,hsa-miR-635,1993
MBNL3,hsa-miR-641,7046
MBNL3,hsa-miR-642a-5p,9643
MBNL3,hsa-miR-6501-5p,4406
MBNL3,hsa-miR-660-3p,2453
MBNL3,hsa-miR-663b,2709
MBNL3,hsa-miR-6715b-5p,4020
MBNL3,hsa-miR-6716-5p,9330
MBNL3,hsa-miR-6720-5p,8745
MBNL3,hsa-miR-6721-5p,1462
MBNL3,hsa-miR-6722-3p,1463
MBNL3,hsa-miR-6726-5p,5902
MBNL3,hsa-miR-6733-5p,8019
MBNL3,hsa-miR-6734-5p,3771
MBNL3,hsa-miR-6735-3p,9367
MBNL3,hsa-miR-6735-5p,8448
MBNL3,hsa-miR-6739-5p,8019
MBNL3,hsa-miR-6743-5p,8471
MBNL3,hsa-miR-6747-3p,9801
MBNL3,hsa-miR-6748-3p,1305
MBNL3,hsa-miR-6749-3p,8421
MBNL3,hsa-miR-6757-5p,8043
MBNL3,hsa-miR-6760-3p,9558
MBNL3,hsa-miR-6765-5p,644
MBNL3,hsa-miR-6774-5p,1988
MBNL3,hsa-miR-6778-5p,5796
MBNL3,hsa-miR-6779-5p,5799
MBNL3,hsa-miR-6780a-5p,5789
MBNL3,hsa-miR-6783-5p,8920
MBNL3,hsa-miR-6794-5p,1462
MBNL3,hsa-miR-6795-5p,5311
MBNL3,hsa-miR-6797-5p,1231
MBNL3,hsa-miR-6798-5p,1460
MBNL3,hsa-miR-6799-3p,9801
MBNL3,hsa-miR-6801-5p,6226
MBNL3,hsa-miR-6802-5p,5910
MBNL3,hsa-miR-6807-5p,1135
MBNL3,hsa-miR-6810-5p,7223
MBNL3,hsa-miR-6815-5p,5909
MBNL3,hsa-miR-6825-5p,1239
MBNL3,hsa-miR-6829-5p,9753
MBNL3,hsa-miR-6834-5p,7503
MBNL3,hsa-miR-6837-3p,1424
MBNL3,hsa-miR-6837-5p,8860
MBNL3,hsa-miR-6842-3p,120
MBNL3,hsa-miR-6849-5p,1694
MBNL3,hsa-miR-6854-5p,2465
MBNL3,hsa-miR-6865-3p,5114
MBNL3,hsa-miR-6865-5p,5907
MBNL3,hsa-miR-6867-5p,5324
MBNL3,hsa-miR-6872-3p,1048
MBNL3,hsa-miR-6875-3p,8746
MBNL3,hsa-miR-6877-3p,6542
MBNL3,hsa-miR-6884-5p,5793
MBNL3,hsa-miR-6885-5p,6604
MBNL3,hsa-miR-6887-5p,5313
MBNL3,hsa-miR-6888-5p,929
MBNL3,hsa-miR-6891-5p,2053
MBNL3,hsa-miR-6895-5p,8857
MBNL3,hsa-miR-7106-5p,3601
MBNL3,hsa-miR-7109-5p,6611
MBNL3,hsa-miR-7112-5p,4254
MBNL3,hsa-miR-7114-5p,1609
MBNL3,hsa-miR-7151-3p,4013
MBNL3,hsa-miR-7153-5p,6075
MBNL3,hsa-miR-7160-5p,3556
MBNL3,hsa-miR-7162-3p,6147
MBNL3,hsa-miR-764,1437
MBNL3,hsa-miR-766-5p,2045
MBNL3,hsa-miR-7976,8698
MBNL3,hsa-miR-8075,3605
MBNL3,hsa-miR-875-5p,9380
MBNL3,hsa-miR-877-3p,5963
MBNL3,hsa-miR-892a,9786
MBNL3,hsa-miR-920,5902
MBNL3,hsa-miR-942-5p,5199
MBNL3,hsa-miR-9851-3p,2724
MBNL3,hsa-miR-9902,2142
NFIX,hsa-let-7g-3p,743
NFIX,hsa-miR-10392-3p,963
NFIX,hsa-miR-10394-3p,3284
NFIX,hsa-miR-10396a-3p,1910
NFIX,hsa-miR-10396a-5p,2466
NFIX,hsa-miR-10396b-3p,1906
NFIX,hsa-miR-10396b-5p,315
NFIX,hsa-miR-10398-3p,3206
NFIX,hsa-miR-10398-5p,441
NFIX,hsa-miR-103b,1633
NFIX,hsa-miR-10401-3p,2130
NFIX,hsa-miR-10401-5p,3510
NFIX,hsa-miR-10526-3p,3153
NFIX,hsa-miR-10a-5p,2000
NFIX,hsa-miR-10b-5p,2000
NFIX,hsa-miR-11181-3p,134
NFIX,hsa-miR-11400,427
NFIX,hsa-miR-1184,2147
NFIX,hsa-miR-1199-3p,2906
NFIX,hsa-miR-1199-5p,3458
NFIX,hsa-miR-1203,2907
NFIX,hsa-miR-1207-3p,2159
NFIX,hsa-miR-1207-5p,942
NFIX,hsa-miR-12115,599
NFIX,hsa-miR-12118,3850
NFIX,hsa-miR-12120,1086
NFIX,hsa-miR-12126,2220
NFIX,hsa-miR-1224-5p,1847
NFIX,hsa-miR-1225-3p,2031
NFIX,hsa-miR-1227-5p,163
NFIX,hsa-miR-1236-3p,1698
NFIX,hsa-miR-1237-3p,2030
NFIX,hsa-miR-1237-5p,889
NFIX,hsa-miR-124-3p,1481
NFIX,hsa-miR-1247-3p,1905
NFIX,hsa-miR-1249-5p,521
NFIX,hsa-miR-1253,3868
NFIX,hsa-miR-1256,3020
NFIX,hsa-miR-1266-5p,702
NFIX,hsa-miR-1275,569
NFIX,hsa-miR-128-1-5p,2996
NFIX,hsa-miR-128-2-5p,2998
NFIX,hsa-miR-1285-3p,3272
NFIX,hsa-miR-1292-3p,2983
NFIX,hsa-miR-1295b-5p,3437
NFIX,hsa-miR-1301-3p,2144
NFIX,hsa-miR-1321,2935
NFIX,hsa-miR-1343-5p,1437
NFIX,hsa-miR-138-5p,215
NFIX,hsa-miR-139-3p,1501
NFIX,hsa-miR-146a-5p,172
NFIX,hsa-miR-146b-5p,173
NFIX,hsa-miR-1470,978
NFIX,hsa-miR-149-3p,520
NFIX,hsa-miR-1538,971
NFIX,hsa-miR-1587,78
NFIX,hsa-miR-185-3p,80
NFIX,hsa-miR-185-5p,127
NFIX,hsa-miR-188-3p,2098
NFIX,hsa-miR-1908-5p,313
NFIX,hsa-miR-1909-3p,939
NFIX,hsa-miR-1912-3p,3435
NFIX,hsa-miR-1912-5p,1975
NFIX,hsa-miR-1913,1884
NFIX,hsa-miR-1914-3p,739
NFIX,hsa-miR-1915-3p,2936
NFIX,hsa-miR-210-3p,3297
NFIX,hsa-miR-210-5p,1802
NFIX,hsa-miR-2276-5p,1383
NFIX,hsa-miR-2277-5p,3277
NFIX,hsa-miR-2355-5p,2435
NFIX,hsa-miR-23a-5p,407
NFIX,hsa-miR-24-2-5p,3971
NFIX,hsa-miR-2467-3p,3595
NFIX,hsa-miR-25-3p,1972
NFIX,hsa-miR-25-5p,510
NFIX,hsa-miR-2861,809
NFIX,hsa-miR-3059-3p,1861
NFIX,hsa-miR-3127-3p,193
NFIX,hsa-miR-3135b,136
NFIX,hsa-miR-3141,511
NFIX,hsa-miR-3151-5p,86
NFIX,hsa-miR-3153,812
NFIX,hsa-miR-3154,1521
NFIX,hsa-miR-3155a,448
NFIX,hsa-miR-3155b,450
NFIX,hsa-miR-3158-3p,1833
NFIX,hsa-miR-3158-5p,826
NFIX,hsa-miR-3169,722
NFIX,hsa-miR-3170,411
NFIX,hsa-miR-3175,2918
NFIX,hsa-miR-3176,2155
NFIX,hsa-miR-3178,3286
NFIX,hsa-miR-3180,319
NFIX,hsa-miR-3180-3p,316
NFIX,hsa-miR-3184-5p,941
NFIX,hsa-miR-3187-5p,3272
NFIX,hsa-miR-3191-3p,3036
NFIX,hsa-miR-3194-5p,1795
NFIX,hsa-miR-3195,3162
NFIX,hsa-miR-3196,315
NFIX,hsa-miR-324-3p,1883
NFIX,hsa-miR-326,3444
NFIX,hsa-miR-328-3p,453
NFIX,hsa-miR-328-5p,1148
NFIX,hsa-miR-330-5p,3442
NFIX,hsa-miR-331-3p,1803
NFIX,hsa-miR-342-5p,2947
NFIX,hsa-miR-3614-3p,3228
NFIX,hsa-miR-3614-5p,2230
NFIX,hsa-miR-3616-3p,911
NFIX,hsa-miR-3619-5p,959
NFIX,hsa-miR-3620-5p,167
NFIX,hsa-miR-3651,1627
NFIX,hsa-miR-3652,140
NFIX,hsa-miR-3661,876
NFIX,hsa-miR-3667-5p,1390
NFIX,hsa-miR-367-5p,2254
NFIX,hsa-miR-3678-3p,824
NFIX,hsa-miR-3692-5p,216
NFIX,hsa-miR-3714,294
NFIX,hsa-miR-3909,1865
NFIX,hsa-miR-3911,421
NFIX,hsa-miR-3918,734
NFIX,hsa-miR-3922-3p,2149
NFIX,hsa-miR-3928-3p,26
NFIX,hsa-miR-3936,397
NFIX,hsa-miR-3943,2210
NFIX,hsa-miR-423-5p,942
NFIX,hsa-miR-4254,1800
NFIX,hsa-miR-4267,1689
NFIX,hsa-miR-4269,1765
NFIX,hsa-miR-4270,2929
NFIX,hsa-miR-4271,568
NFIX,hsa-miR-4285,1082
NFIX,hsa-miR-4287,1366
NFIX,hsa-miR-4290,455
NFIX,hsa-miR-4306,4067
NFIX,hsa-miR-4308,1805
NFIX,hsa-miR-4325,2349
NFIX,hsa-miR-4430,141
NFIX,hsa-miR-4433a-5p,2092
NFIX,hsa-miR-4436b-3p,956
NFIX,hsa-miR-4442,2048
NFIX,hsa-miR-4446-3p,894
NFIX,hsa-miR-4447,3482
NFIX,hsa-miR-4469,1411
NFIX,hsa-miR-4472,1181
NFIX,hsa-miR-4476,399
NFIX,hsa-miR-4478,3861
NFIX,hsa-miR-4479,1038
NFIX,hsa-miR-4486,1438
NFIX,hsa-miR-4488,886
NFIX,hsa-miR-4492,84
NFIX,hsa-miR-4496,3135
NFIX,hsa-miR-4498,79
NFIX,hsa-miR-449c-5p,3346
NFIX,hsa-miR-4505,78
NFIX,hsa-miR-4508,3324
NFIX,hsa-miR-4510,1357
NFIX,hsa-miR-4516,4080
NFIX,hsa-miR-4518,705
NFIX,hsa-miR-4530,966
NFIX,hsa-miR-4533,843
NFIX,hsa-miR-4632-3p,1807
NFIX,hsa-miR-4632-5p,432
NFIX,hsa-miR-4638-3p,1379
NFIX,hsa-miR-4638-5p,1008
NFIX,hsa-miR-4640-3p,648
NFIX,hsa-miR-4640-5p,1514
NFIX,hsa-miR-4644,4064
NFIX,hsa-miR-4649-5p,2952
NFIX,hsa-miR-4651,615
NFIX,hsa-miR-4655-3p,854
NFIX,hsa-miR-4656,119
NFIX,hsa-miR-4660,432
NFIX,hsa-miR-4661-3p,1888
NFIX,hsa-miR-4661-5p,665
NFIX,hsa-miR-4663,3119
NFIX,hsa-miR-4664-5p,2947
NFIX,hsa-miR-4665-3p,3375
NFIX,hsa-miR-4665-5p,65
NFIX,hsa-miR-4667-3p,586
NFIX,hsa-miR-4675,3317
NFIX,hsa-miR-4685-5p,728
NFIX,hsa-miR-4687-5p,2609
NFIX,hsa-miR-4688,941
NFIX,hsa-miR-4690-3p,1637
NFIX,hsa-miR-4690-5p,1765
NFIX,hsa-miR-4695-5p,839
NFIX,hsa-miR-4697-5p,887
NFIX,hsa-miR-4706,1167
NFIX,hsa-miR-4707-3p,2194
NFIX,hsa-miR-4710,397
NFIX,hsa-miR-4716-3p,303
NFIX,hsa-miR-4722-5p,1496
NFIX,hsa-miR-4723-5p,3003
NFIX,hsa-miR-4725-3p,3816
NFIX,hsa-miR-4725-5p,2005
NFIX,hsa-miR-4726-3p,1739
NFIX,hsa-miR-4726-5p,1516
NFIX,hsa-miR-4728-5p,519
NFIX,hsa-miR-4731-5p,68
NFIX,hsa-miR-4734,3009
NFIX,hsa-miR-4739,524
NFIX,hsa-miR-4741,3317
NFIX,hsa-miR-4742-5p,4054
NFIX,hsa-miR-4743-3p,268
NFIX,hsa-miR-4743-5p,2044
NFIX,hsa-miR-4745-3p,970
NFIX,hsa-miR-4747-3p,2450
NFIX,hsa-miR-4747-5p,517
NFIX,hsa-miR-4749-3p,1883
NFIX,hsa-miR-4749-5p,1172
NFIX,hsa-miR-4755-3p,379
NFIX,hsa-miR-4756-5p,2930
NFIX,hsa-miR-4758-3p,1237
NFIX,hsa-miR-4763-3p,937
NFIX,hsa-miR-4763-5p,1751
NFIX,hsa-miR-4767,3281
NFIX,hsa-miR-4768-5p,1598
NFIX,hsa-miR-4781-5p,3659
NFIX,hsa-miR-4783-3p,3213
NFIX,hsa-miR-4784,135
NFIX,hsa-miR-4786-5p,3862
NFIX,hsa-miR-4787-5p,149
NFIX,hsa-miR-4788,753
NFIX,hsa-miR-483-5p,3888
NFIX,hsa-miR-484,442
NFIX,hsa-miR-486-3p,2459
NFIX,hsa-miR-5001-5p,77
NFIX,hsa-miR-5003-5p,2232
NFIX,hsa-miR-5004-5p,1841
NFIX,hsa-miR-5008-5p,839
NFIX,hsa-miR-505-5p,1798
NFIX,hsa-miR-5088-3p,2032
NFIX,hsa-miR-5088-5p,179
NFIX,hsa-miR-5090,2458
NFIX,hsa-miR-516b-5p,504
NFIX,hsa-miR-5189-5p,3271
NFIX,hsa-miR-518c-5p,1385
NFIX,hsa-miR-5193,1014
NFIX,hsa-miR-5194,741
NFIX,hsa-miR-5196-3p,1422
NFIX,hsa-miR-5196-5p,517
NFIX,hsa-miR-532-3p,2098
NFIX,hsa-miR-542-5p,3196
NFIX,hsa-miR-548q,215
NFIX,hsa-miR-550b-3p,1923
NFIX,hsa-miR-5581-5p,3223
NFIX,hsa-miR-5587-3p,142
NFIX,hsa-miR-5588-3p,2099
NFIX,hsa-miR-5685,1638
NFIX,hsa-miR-5698,302
NFIX,hsa-miR-5703,4077
NFIX,hsa-miR-572,3422
NFIX,hsa-miR-5739,3057
NFIX,hsa-miR-5787,77
NFIX,hsa-miR-6075,1950
NFIX,hsa-miR-608,606
NFIX,hsa-miR-6081,570
NFIX,hsa-miR-6084,1688
NFIX,hsa-miR-6089,783
NFIX,hsa-miR-612,3266
NFIX,hsa-miR-6127,532
NFIX,hsa-miR-6129,1359
NFIX,hsa-miR-6130,3043
NFIX,hsa-miR-6131,3250
NFIX,hsa-miR-6132,899
NFIX,hsa-miR-6133,531
NFIX,hsa-miR-615-3p,2082
NFIX,hsa-miR-615-5p,148
NFIX,hsa-miR-622,953
NFIX,hsa-miR-623,1361
NFIX,hsa-miR-625-5p,3818
NFIX,hsa-miR-631,876
NFIX,hsa-miR-637,65
NFIX,hsa-miR-6499-5p,3286
NFIX,hsa-miR-6504-5p,3981
NFIX,hsa-miR-6509-3p,1886
NFIX,hsa-miR-6510-5p,959
NFIX,hsa-miR-6515-5p,419
NFIX,hsa-miR-661,634
NFIX,hsa-miR-663a,313
NFIX,hsa-miR-668-3p,1706
NFIX,hsa-miR-671-3p,2450
NFIX,hsa-miR-6720-5p,2891
NFIX,hsa-miR-6721-5p,933
NFIX,hsa-miR-6722-3p,938
NFIX,hsa-miR-6724-5p,2938
NFIX,hsa-miR-6726-5p,1437
NFIX,hsa-miR-6727-5p,1677
NFIX,hsa-miR-6729-5p,2955
NFIX,hsa-miR-6731-5p,493
NFIX,hsa-miR-6732-5p,3206
NFIX,hsa-miR-6734-5p,942
NFIX,hsa-miR-6735-5p,433
NFIX,hsa-miR-6736-3p,207
NFIX,hsa-miR-6737-5p,615
NFIX,hsa-miR-6738-5p,740
NFIX,hsa-miR-6742-5p,412
NFIX,hsa-miR-6743-5p,936
NFIX,hsa-miR-6745,387
NFIX,hsa-miR-6746-3p,1808
NFIX,hsa-miR-6746-5p,1504
NFIX,hsa-miR-6747-5p,698
NFIX,hsa-miR-6748-5p,3611
NFIX,hsa-miR-6749-3p,1422
NFIX,hsa-miR-6749-5p,3277
NFIX,hsa-miR-6750-5p,3995
NFIX,hsa-miR-6751-3p,3457
NFIX,hsa-miR-6752-3p,647
NFIX,hsa-miR-6752-5p,3405
NFIX,hsa-miR-6754-5p,2038
NFIX,hsa-miR-6756-5p,410
NFIX,hsa-miR-6758-5p,541
NFIX,hsa-miR-6762-3p,167
NFIX,hsa-miR-6762-5p,1458
NFIX,hsa-miR-6764-5p,1406
NFIX,hsa-miR-6766-5p,412
NFIX,hsa-miR-6767-5p,2111
NFIX,hsa-miR-6769a-3p,2036
NFIX,hsa-miR-6769a-5p,3470
NFIX,hsa-miR-6769b-5p,3467
NFIX,hsa-miR-6770-5p,119
NFIX,hsa-miR-6771-5p,575
NFIX,hsa-miR-6772-5p,3360
NFIX,hsa-miR-6773-5p,2936
NFIX,hsa-miR-6775-5p,2457
NFIX,hsa-miR-6777-5p,1168
NFIX,hsa-miR-6779-3p,1873
NFIX,hsa-miR-6780b-5p,553
NFIX,hsa-miR-6781-5p,2050
NFIX,hsa-miR-6782-5p,389
NFIX,hsa-miR-6783-5p,813
NFIX,hsa-miR-6784-5p,320
NFIX,hsa-miR-6785-5p,523
NFIX,hsa-miR-6786-5p,85
NFIX,hsa-miR-6787-3p,2015
NFIX,hsa-miR-6787-5p,312
NFIX,hsa-miR-6789-3p,2121
NFIX,hsa-miR-6790-3p,2137
NFIX,hsa-miR-6791-5p,1865
NFIX,hsa-miR-6793-3p,1374
NFIX,hsa-miR-6793-5p,2776
NFIX,hsa-miR-6794-5p,306
NFIX,hsa-miR-6795-5p,1337
NFIX,hsa-miR-6797-5p,516
NFIX,hsa-miR-6798-5p,303
NFIX,hsa-miR-6801-3p,651
NFIX,hsa-miR-6802-3p,649
NFIX,hsa-miR-6804-5p,389
NFIX,hsa-miR-6805-5p,1347
NFIX,hsa-miR-6810-3p,646
NFIX,hsa-miR-6812-5p,612
NFIX,hsa-miR-6814-5p,622
NFIX,hsa-miR-6816-5p,314
NFIX,hsa-miR-6819-5p,614
NFIX,hsa-miR-6820-5p,1039
NFIX,hsa-miR-6822-5p,4000
NFIX,hsa-miR-6825-3p,1728
NFIX,hsa-miR-6825-5p,300
NFIX,hsa-miR-6826-3p,861
NFIX,hsa-miR-6827-5p,2036
NFIX,hsa-miR-6829-5p,169
NFIX,hsa-miR-6830-5p,1091
NFIX,hsa-miR-6833-3p,2281
NFIX,hsa-miR-6834-5p,1358
NFIX,hsa-miR-6836-5p,895
NFIX,hsa-miR-6837-5p,736
NFIX,hsa-miR-6840-3p,725
NFIX,hsa-miR-6840-5p,1928
NFIX,hsa-miR-6842-3p,3251
NFIX,hsa-miR-6842-5p,3404
NFIX,hsa-miR-6845-3p,2280
NFIX,hsa-miR-6845-5p,1516
NFIX,hsa-miR-6846-3p,193
NFIX,hsa-miR-6846-5p,634
NFIX,hsa-miR-6847-5p,1593
NFIX,hsa-miR-6848-5p,635
NFIX,hsa-miR-6852-5p,876
NFIX,hsa-miR-6854-3p,3764
NFIX,hsa-miR-6855-5p,408
NFIX,hsa-miR-6856-3p,1640
NFIX,hsa-miR-6856-5p,1536
NFIX,hsa-miR-6858-3p,1794
NFIX,hsa-miR-6860,3267
NFIX,hsa-miR-6861-5p,1771
NFIX,hsa-miR-6865-3p,980
NFIX,hsa-miR-6869-3p,2984
NFIX,hsa-miR-6870-3p,1423
NFIX,hsa-miR-6870-5p,304
NFIX,hsa-miR-6873-5p,537
NFIX,hsa-miR-6874-3p,289
NFIX,hsa-miR-6876-5p,845
NFIX,hsa-miR-6877-5p,3667
NFIX,hsa-miR-6879-3p,653
NFIX,hsa-miR-6879-5p,435
NFIX,hsa-miR-6880-5p,387
NFIX,hsa-miR-6881-3p,1700
NFIX,hsa-miR-6881-5p,611
NFIX,hsa-miR-6882-3p,1021
NFIX,hsa-miR-6883-5p,533
NFIX,hsa-miR-6885-5p,1148
NFIX,hsa-miR-6886-5p,1895
NFIX,hsa-miR-6887-3p,1417
NFIX,hsa-miR-6887-5p,1338
NFIX,hsa-miR-6889-5p,1168
NFIX,hsa-miR-6890-3p,1884
NFIX,hsa-miR-6891-5p,3852
NFIX,hsa-miR-7106-3p,439
NFIX,hsa-miR-7106-5p,301
NFIX,hsa-miR-7108-3p,2196
NFIX,hsa-miR-7109-5p,1177
NFIX,hsa-miR-711,3437
NFIX,hsa-miR-7110-5p,3405
NFIX,hsa-miR-7111-5p,303
NFIX,hsa-miR-7112-5p,2124
NFIX,hsa-miR-7113-5p,2934
NFIX,hsa-miR-7150,854
NFIX,hsa-miR-7152-3p,1021
NFIX,hsa-miR-7155-5p,1869
NFIX,hsa-miR-7159-5p,2856
NFIX,hsa-miR-7160-3p,734
NFIX,hsa-miR-7160-5p,1848
NFIX,hsa-miR-744-3p,2255
NFIX,hsa-miR-744-5p,2462
NFIX,hsa-miR-761,963
NFIX,hsa-miR-762,76
NFIX,hsa-miR-765,133
NFIX,hsa-miR-7704,3204
NFIX,hsa-miR-7843-5p,436
NFIX,hsa-miR-7847-3p,3883
NFIX,hsa-miR-7855-5p,3103
NFIX,hsa-miR-7974,3315
NFIX,hsa-miR-8072,1032
NFIX,hsa-miR-8077,123
NFIX,hsa-miR-8085,492
NFIX,hsa-miR-874-5p,969
NFIX,hsa-miR-877-3p,1698
NFIX,hsa-miR-885-3p,1033
NFIX,hsa-miR-920,1439
NFIX,hsa-miR-92a-2-5p,413
NFIX,hsa-miR-92a-3p,1974
NFIX,hsa-miR-92b-3p,1974
NFIX,hsa-miR-92b-5p,3729
NFIX,hsa-miR-939-5p,1437
NFIX,hsa-miR-941,1942
NFIX,hsa-miR-9899,2922
NOC3L,hsa-miR-1266-3p,767
NOC3L,hsa-miR-1914-5p,134
NOC3L,hsa-miR-206,648
NOC3L,hsa-miR-2681-5p,772
NOC3L,hsa-miR-2861,700
NOC3L,hsa-miR-3119,182
NOC3L,hsa-miR-3150a-3p,198
NOC3L,hsa-miR-383-5p,714
NOC3L,hsa-miR-4254,676
NOC3L,hsa-miR-4308,683
NOC3L,hsa-miR-4667-5p,199
NOC3L,hsa-miR-4688,145
NOC3L,hsa-miR-4717-5p,846
NOC3L,hsa-miR-501-5p,731
NOC3L,hsa-miR-6737-3p,329
NOC3L,hsa-miR-6743-5p,145
NOC3L,hsa-miR-6763-5p,200
NOC3L,hsa-miR-6774-5p,693
NOC3L,hsa-miR-6783-5p,753
NOC3L,hsa-miR-6789-5p,143
NOC3L,hsa-miR-6828-5p,925
NOC3L,hsa-miR-7113-5p,651
NOC3L,hsa-miR-8089,196
NUDT19,hsa-miR-11399,1416
NUDT19,hsa-miR-12114,503
NUDT19,hsa-miR-12128,939
NUDT19,hsa-miR-1224-5p,23
NUDT19,hsa-miR-1228-3p,385
NUDT19,hsa-miR-125a-5p,189
NUDT19,hsa-miR-1271-3p,1331
NUDT19,hsa-miR-1273h-5p,360
NUDT19,hsa-miR-1285-3p,454
NUDT19,hsa-miR-181b-5p,1557
NUDT19,hsa-miR-181d-5p,1557
NUDT19,hsa-miR-1827,1303
NUDT19,hsa-miR-188-3p,684
NUDT19,hsa-miR-193b-3p,1389
NUDT19,hsa-miR-216a-3p,700
NUDT19,hsa-miR-25-5p,1273
NUDT19,hsa-miR-30b-3p,508
NUDT19,hsa-miR-3151-5p,580
NUDT19,hsa-miR-3156-5p,1707
NUDT19,hsa-miR-3187-5p,257
NUDT19,hsa-miR-3192-5p,505
NUDT19,hsa-miR-324-3p,155
NUDT19,hsa-miR-3622b-5p,260
NUDT19,hsa-miR-3664-3p,540
NUDT19,hsa-miR-3681-3p,703
NUDT19,hsa-miR-3689a-3p,509
NUDT19,hsa-miR-3689b-3p,509
NUDT19,hsa-miR-3689c,509
NUDT19,hsa-miR-4252,158
NUDT19,hsa-miR-4253,260
NUDT19,hsa-miR-4316,1446
NUDT19,hsa-miR-4319,195
NUDT19,hsa-miR-433-5p,300
NUDT19,hsa-miR-4478,224
NUDT19,hsa-miR-4505,401
NUDT19,hsa-miR-4537,487
NUDT19,hsa-miR-4695-5p,538
NUDT19,hsa-miR-4722-5p,205
NUDT19,hsa-miR-4747-5p,943
NUDT19,hsa-miR-4767,246
NUDT19,hsa-miR-4786-5p,320
NUDT19,hsa-miR-4793-3p,152
NUDT19,hsa-miR-4793-5p,311
NUDT19,hsa-miR-4794,310
NUDT19,hsa-miR-485-5p,537
NUDT19,hsa-miR-508-5p,146
NUDT19,hsa-miR-510-5p,541
NUDT19,hsa-miR-5189-5p,255
NUDT19,hsa-miR-5196-5p,940
NUDT19,hsa-miR-519d-5p,954
NUDT19,hsa-miR-541-3p,1432
NUDT19,hsa-miR-5589-5p,398
NUDT19,hsa-miR-5693,702
NUDT19,hsa-miR-5694,656
NUDT19,hsa-miR-5787,401
NUDT19,hsa-miR-585-3p,348
NUDT19,hsa-miR-6086,501
NUDT19,hsa-miR-612,257
NUDT19,hsa-miR-6134,509
NUDT19,hsa-miR-6499-5p,244
NUDT19,hsa-miR-6511a-5p,179
NUDT19,hsa-miR-6512-3p,147
NUDT19,hsa-miR-661,460
NUDT19,hsa-miR-663b,387
NUDT19,hsa-miR-6720-3p,243
NUDT19,hsa-miR-6720-5p,147
NUDT19,hsa-miR-6741-5p,1332
NUDT19,hsa-miR-6771-5p,225
NUDT19,hsa-miR-6776-5p,399
NUDT19,hsa-miR-6779-5p,357
NUDT19,hsa-miR-6780a-5p,357
NUDT19,hsa-miR-6799-5p,504
NUDT19,hsa-miR-6801-5p,1409
NUDT19,hsa-miR-6808-5p,212
NUDT19,hsa-miR-6849-3p,631
NUDT19,hsa-miR-6851-5p,501
NUDT19,hsa-miR-6860,259
NUDT19,hsa-miR-6880-5p,503
NUDT19,hsa-miR-6884-5p,217
NUDT19,hsa-miR-6893-5p,212
NUDT19,hsa-miR-7106-3p,741
NUDT19,hsa-miR-7112-5p,661
NUDT19,hsa-miR-7160-5p,535
NUDT19,hsa-miR-766-3p,144
NUDT19,hsa-miR-7703,151
NUDT19,hsa-miR-7847-3p,499
NUDT19,hsa-miR-7851-3p,511
NUDT19,hsa-miR-9899,244
OCRL,hsa-miR-12115,437
OCRL,hsa-miR-12122,1384
OCRL,hsa-miR-1224-5p,503
OCRL,hsa-miR-1227-5p,875
OCRL,hsa-miR-1229-5p,284
OCRL,hsa-miR-1249-5p,125
